LST_Day_1km,millis,system:index,Timestamp,Year,Month,Day,DOY
45.9126821228424,1633219200000,2021_10_03,2021-10-03,2021,10,3,276
43.51470639728143,1633305600000,2021_10_04,2021-10-04,2021,10,4,277
45.3876450000767,1633392000000,2021_10_05,2021-10-05,2021,10,5,278
44.766634256959605,1633478400000,2021_10_06,2021-10-06,2021,10,6,279
45.7242777910443,1633564800000,2021_10_07,2021-10-07,2021,10,7,280
44.51750960815838,1633651200000,2021_10_08,2021-10-08,2021,10,8,281
44.06317861282122,1633737600000,2021_10_09,2021-10-09,2021,10,9,282
44.898003098379775,1633824000000,2021_10_10,2021-10-10,2021,10,10,283
43.79595349537709,1633910400000,2021_10_11,2021-10-11,2021,10,11,284
46.07263959600186,1633996800000,2021_10_12,2021-10-12,2021,10,12,285
46.03526450784608,1634083200000,2021_10_13,2021-10-13,2021,10,13,286
47.96652358539876,1634169600000,2021_10_14,2021-10-14,2021,10,14,287
45.652164030340884,1634256000000,2021_10_15,2021-10-15,2021,10,15,288
46.45166009460149,1634342400000,2021_10_16,2021-10-16,2021,10,16,289
45.68718989301277,1634428800000,2021_10_17,2021-10-17,2021,10,17,290
43.31549118762371,1634515200000,2021_10_18,2021-10-18,2021,10,18,291
43.08996022829541,1634601600000,2021_10_19,2021-10-19,2021,10,19,292
41.81885313480291,1634688000000,2021_10_20,2021-10-20,2021,10,20,293
42.92764138514832,1634774400000,2021_10_21,2021-10-21,2021,10,21,294
40.54015682195194,1634860800000,2021_10_22,2021-10-22,2021,10,22,295
41.639029458543064,1634947200000,2021_10_23,2021-10-23,2021,10,23,296
41.707200799551,1635033600000,2021_10_24,2021-10-24,2021,10,24,297
40.62643200942546,1635120000000,2021_10_25,2021-10-25,2021,10,25,298
41.64505963953843,1635206400000,2021_10_26,2021-10-26,2021,10,26,299
39.850462779194004,1635292800000,2021_10_27,2021-10-27,2021,10,27,300
39.690101005026236,1635379200000,2021_10_28,2021-10-28,2021,10,28,301
39.01667346532446,1635465600000,2021_10_29,2021-10-29,2021,10,29,302
